基準日,基準価額（円）,純資産額（億円）,分配金
2024/05/14,"22,538","1,571.97","-"
2024/05/15,"22,556","1,573.96","-"
2024/05/16,"22,870","1,598.71","-"
2024/05/17,"22,791","1,589.13","-"
2024/05/20,"22,957","1,603.56","-"
2024/05/21,"22,885","1,597.47","-"
2024/05/22,"22,691","1,584.13","-"
2024/05/23,"22,977","1,608.22","-"
2024/05/24,"22,707","1,586.86","-"
2024/05/27,"22,858","1,600.35","-"
2024/05/28,"22,831","1,602.28","-"
2024/05/29,"22,654","1,591.83","-"
2024/05/30,"22,359","1,575.16","-"
2024/05/31,"22,615","1,600.68","-"
2024/06/03,"22,870","1,615.83","-"
2024/06/04,"22,818","1,610.62","-"
2024/06/05,"22,616","1,597.28","-"
2024/06/06,"22,741","1,610.36","-"
2024/06/07,"22,728","1,607.85","-"
2024/06/10,"22,936","1,625.36","-"
2024/06/11,"22,994","1,628.01","-"
2024/06/12,"22,842","1,614.47","-"
2024/06/13,"22,750","1,610.37","-"
2024/06/14,"22,805","1,619.10","-"
2024/06/17,"22,384","1,590.21","-"
2024/06/18,"22,608","1,619.35","-"
2024/06/19,"22,659","1,621.15","-"
2024/06/20,"22,696","1,625.86","-"
2024/06/21,"22,675","1,624.70","-"
2024/06/24,"22,796","1,633.16","-"
2024/06/25,"23,013","1,647.49","-"
2024/06/26,"23,303","1,662.41","-"
2024/06/27,"23,134","1,639.77","-"
2024/06/28,"23,275","1,652.50","-"
2024/07/01,"23,304","1,649.82","-"
2024/07/02,"23,564","1,674.40","-"
2024/07/03,"23,862","1,685.50","-"
2024/07/04,"24,056","1,690.53","-"
2024/07/05,"24,055","1,682.70","-"
2024/07/08,"23,979","1,673.40","-"
2024/07/09,"24,448","1,708.32","-"
2024/07/10,"24,597","1,715.90","-"
2024/07/11,"24,827","1,731.71","-"
2024/07/12,"24,218","1,687.11","-"
2024/07/16,"24,267","1,701.51","-"
2024/07/17,"24,163","1,703.60","-"
2024/07/18,"23,594","1,665.27","-"
2024/07/19,"23,555","1,673.79","-"
2024/07/22,"23,281","1,658.33","-"
2024/07/23,"23,279","1,665.45","-"
2024/07/24,"23,021","1,649.00","-"
2024/07/25,"22,265","1,601.51","-"
2024/07/26,"22,150","1,611.88","-"
2024/07/29,"22,619","1,655.70","-"
2024/07/30,"22,654","1,663.02","-"
2024/07/31,"22,995","1,692.83","-"
2024/08/01,"22,418","1,655.09","-"
2024/08/02,"21,119","1,568.14","-"
2024/08/05,"18,499","1,390.47","-"
2024/08/06,"20,374","1,547.99","-"
2024/08/07,"20,625","1,574.71","-"
2024/08/08,"20,473","1,570.56","-"
2024/08/09,"20,588","1,586.40","-"
2024/08/13,"21,297","1,644.60","-"
2024/08/14,"21,419","1,656.77","-"
2024/08/15,"21,586","1,670.29","-"
2024/08/16,"22,373","1,740.63","-"
2024/08/19,"21,973","1,704.77","-"
2024/08/20,"22,373","1,740.48","-"
2024/08/21,"22,307","1,733.06","-"
2024/08/22,"22,459","1,746.73","-"
2024/08/23,"22,549","1,754.06","-"
2024/08/26,"22,399","1,741.08","-"
2024/08/27,"22,504","1,753.68","-"
2024/08/28,"22,553","1,756.71","-"
2024/08/29,"22,562","1,758.54","-"
2024/08/30,"22,731","1,774.49","-"
2024/09/02,"22,761","1,774.25","-"
2024/09/03,"22,753","1,777.73","-"
2024/09/04,"21,789","1,702.44","-"
2024/09/05,"21,558","1,694.17","-"
2024/09/06,"21,402","1,688.15","-"
2024/09/09,"21,300","1,685.35","-"
2024/09/10,"21,265","1,691.12","-"
2024/09/11,"20,950","1,668.91","-"
2024/09/12,"21,661","1,729.99","-"
2024/09/13,"21,512","1,722.33","-"
2024/09/17,"21,291","1,705.02","-"
2024/09/18,"21,394","1,717.92","-"
2024/09/19,"21,849","1,754.62","-"
2024/09/20,"22,184","1,782.23","-"
2024/09/24,"22,312","1,789.52","-"
2024/09/25,"22,270","1,783.58","-"
2024/09/26,"22,890","1,836.25","-"
2024/09/27,"23,575","1,881.63","-"
2024/09/30,"22,440","1,779.56","-"
2024/10/01,"22,873","1,821.25","-"
2024/10/02,"22,372","1,787.57","-"
2024/10/03,"22,813","1,827.36","-"
2024/10/04,"22,861","1,827.03","-"
2024/10/07,"23,274","1,859.44","-"
2024/10/08,"23,039","1,830.27","-"
2024/10/09,"23,240","1,846.60","-"
2024/10/10,"23,300","1,850.81","-"
2024/10/11,"23,434","1,861.08","-"
2024/10/15,"23,614","1,870.34","0"
2024/10/16,"23,181","1,828.12","-"
2024/10/17,"23,025","1,827.57","-"
2024/10/18,"23,064","1,835.66","-"
2024/10/21,"23,048","1,834.22","-"
2024/10/22,"22,726","1,810.12","-"
2024/10/23,"22,544","1,798.66","-"
2024/10/24,"22,567","1,803.90","-"
2024/10/25,"22,432","1,794.22","-"
2024/10/28,"22,841","1,833.59","-"
2024/10/29,"23,017","1,850.22","-"
2024/10/30,"23,240","1,865.69","-"
2024/10/31,"23,121","1,853.74","-"
2024/11/01,"22,515","1,805.59","-"
2024/11/05,"22,766","1,837.36","-"
2024/11/06,"23,361","1,883.62","-"
2024/11/07,"23,299","1,873.12","-"
2024/11/08,"23,371","1,874.30","-"
2024/11/11,"23,391","1,872.52","-"
2024/11/12,"23,298","1,865.43","-"
2024/11/13,"22,911","1,833.89","-"
2024/11/14,"22,802","1,831.00","-"
2024/11/15,"22,865","1,838.73","-"
2024/11/18,"22,616","1,824.82","-"
2024/11/19,"22,730","1,841.68","-"
2024/11/20,"22,694","1,840.97","-"
2024/11/21,"22,500","1,829.73","-"
2024/11/22,"22,653","1,849.63","-"
2024/11/25,"22,945","1,875.50","-"
2024/11/26,"22,746","1,854.12","-"
2024/11/27,"22,564","1,847.97","-"
2024/11/28,"22,691","1,864.99","-"
2024/11/29,"22,607","1,857.95","-"
2024/12/02,"22,787","1,875.80","-"
2024/12/03,"23,221","1,913.16","-"
2024/12/04,"23,240","1,895.76","-"
2024/12/05,"23,310","1,898.65","-"
2024/12/06,"23,129","1,880.21","-"
2024/12/09,"23,171","1,884.82","-"
2024/12/10,"23,293","1,897.57","-"
2024/12/11,"23,296","1,897.73","-"
2024/12/12,"23,577","1,920.63","-"
2024/12/13,"23,353","1,891.66","-"
2024/12/16,"23,346","1,896.86","-"
